epoch,train_loss,test_loss,train_accuracy,test_accuracy
672,0.1371,3.4835,0.9648,0.46
673,0.1337,2.576,0.9644,0.481
674,0.1286,2.7361,0.9694,0.479
675,0.1251,2.3088,0.9668,0.502
676,0.1268,2.5329,0.9652,0.475
677,0.1228,2.615,0.968,0.46
678,0.1278,3.0299,0.9668,0.459
679,0.1297,2.4919,0.9658,0.464
680,0.1242,2.4925,0.9664,0.502
681,0.1208,2.9128,0.9668,0.49
682,0.1167,2.8693,0.971,0.488
683,0.1132,2.5636,0.9716,0.469
684,0.1153,2.767,0.972,0.474
685,0.1125,2.5077,0.9696,0.477
686,0.119,2.5336,0.9652,0.484
687,0.1273,2.4938,0.9662,0.475
688,0.1211,2.663,0.9654,0.463
689,0.12,2.3756,0.9698,0.486
690,0.124,2.5758,0.9662,0.485
691,0.1198,2.9127,0.969,0.476
692,0.1182,2.5414,0.9676,0.475
693,0.1291,2.6126,0.9658,0.497
694,0.1146,2.6766,0.9702,0.465
695,0.1111,2.9487,0.9702,0.473
696,0.1296,2.7128,0.966,0.481
697,0.1266,2.7989,0.965,0.478
698,0.1098,2.6706,0.9698,0.472
699,0.1115,2.9131,0.9716,0.48
700,0.1085,2.7735,0.9702,0.457
701,0.1203,2.4145,0.9692,0.484
702,0.1135,2.4371,0.9698,0.495
703,0.1139,2.4546,0.969,0.505
704,0.1237,2.8247,0.9692,0.467
705,0.1076,2.8781,0.9716,0.471
706,0.1166,2.7283,0.9708,0.48
707,0.1081,2.6581,0.9714,0.456
708,0.1075,2.7639,0.9732,0.473
709,0.1183,3.0252,0.969,0.483
710,0.104,2.5821,0.9732,0.506
711,0.1192,2.6211,0.9712,0.48
712,0.1131,2.6493,0.9742,0.481
713,0.1001,2.8068,0.9734,0.474
714,0.1309,3.0266,0.9704,0.464
715,0.1221,3.2387,0.9668,0.467
716,0.1164,2.4874,0.971,0.485
717,0.1151,2.7385,0.9664,0.489
718,0.1151,2.8967,0.9694,0.494
719,0.1191,2.838,0.9692,0.466
720,0.1237,2.7525,0.9648,0.462
721,0.1053,2.8599,0.9734,0.46
722,0.1032,2.9547,0.9736,0.476
723,0.1206,2.6626,0.9654,0.463
724,0.1183,2.7377,0.9684,0.457
725,0.1156,3.0295,0.9714,0.44
726,0.1115,2.8643,0.9716,0.481
727,0.1123,2.8773,0.97,0.468
728,0.1109,2.7586,0.9696,0.487
729,0.106,2.8046,0.9722,0.453
730,0.1064,2.964,0.9722,0.473
731,0.1245,2.5551,0.9662,0.486
732,0.1124,3.1,0.9702,0.43
733,0.1103,2.825,0.9712,0.494
734,0.1194,2.5372,0.9682,0.457
735,0.1281,2.6443,0.9632,0.476
736,0.1007,2.7349,0.9726,0.481
737,0.112,2.8494,0.9698,0.478
738,0.1228,2.5457,0.9658,0.483
739,0.108,2.4411,0.9728,0.498
740,0.1059,2.9327,0.9726,0.451
741,0.1077,2.3084,0.9728,0.5
742,0.1072,2.5135,0.9698,0.482
743,0.0921,2.828,0.9764,0.473
744,0.1023,2.8161,0.971,0.48
745,0.1079,2.9522,0.9722,0.484
746,0.1117,2.3671,0.9702,0.472
747,0.1207,2.9458,0.9704,0.488
748,0.1074,2.5171,0.9724,0.486
749,0.1197,2.73,0.9682,0.502
750,0.1002,3.0121,0.975,0.459
751,0.1042,2.8571,0.9724,0.48
752,0.0978,2.8152,0.974,0.478
753,0.0962,2.5721,0.9742,0.476
754,0.0918,3.0627,0.9742,0.461
755,0.1189,2.8132,0.9672,0.488
756,0.1023,2.7973,0.973,0.462
757,0.1152,2.8178,0.9722,0.466
758,0.102,2.8679,0.9718,0.477
759,0.0938,2.6258,0.975,0.498
760,0.1103,2.7518,0.9676,0.462
761,0.1104,2.9798,0.9686,0.467
762,0.0989,2.9502,0.9736,0.47
763,0.1247,2.4277,0.9664,0.491
764,0.1145,3.0656,0.9696,0.455
765,0.115,2.6449,0.968,0.477
766,0.0932,3.1353,0.9774,0.48
767,0.1029,2.5597,0.972,0.491
768,0.104,2.5172,0.9716,0.502
769,0.1119,2.8312,0.9704,0.475
770,0.1071,3.0311,0.9698,0.469
771,0.0907,2.7018,0.9734,0.477
772,0.1042,2.9183,0.9748,0.487
773,0.0981,2.7796,0.9762,0.478
774,0.0941,2.9223,0.9734,0.465
775,0.1104,2.7105,0.9704,0.481
776,0.0996,3.1252,0.9742,0.483
777,0.0999,2.5564,0.9704,0.496
778,0.102,2.5306,0.975,0.494
779,0.1032,2.9907,0.9708,0.468
780,0.1133,2.8679,0.9686,0.463
781,0.0966,2.8674,0.9742,0.481
782,0.0862,2.6962,0.9788,0.478
783,0.0985,2.3702,0.974,0.474
784,0.1065,3.0042,0.9726,0.468
785,0.105,2.6998,0.9728,0.481
786,0.1064,2.7622,0.9724,0.481
787,0.1059,2.6457,0.9734,0.465
788,0.1102,2.6458,0.9696,0.482
789,0.108,2.6579,0.9704,0.474
790,0.1012,3.0814,0.9734,0.471
791,0.1056,2.7762,0.972,0.478
792,0.1249,2.8072,0.9708,0.488
793,0.1002,2.8246,0.9724,0.483
794,0.0988,2.5989,0.9718,0.496
795,0.107,3.1458,0.9716,0.457
796,0.0881,2.8682,0.9764,0.475
797,0.1022,2.7077,0.9692,0.478
798,0.0982,3.2028,0.9748,0.472
799,0.1149,2.865,0.9694,0.462
800,0.0962,2.7553,0.9742,0.474
801,0.1198,2.4765,0.9688,0.493
802,0.1047,2.7276,0.9746,0.502
803,0.1029,2.451,0.9734,0.505
804,0.1025,2.9338,0.9732,0.479
805,0.1025,2.9402,0.9726,0.476
806,0.0995,2.8776,0.9746,0.473
807,0.1079,2.645,0.9706,0.502
808,0.099,2.6884,0.9732,0.475
809,0.1054,2.9591,0.9748,0.473
810,0.0946,2.9723,0.975,0.451
811,0.098,3.169,0.9764,0.493
812,0.1019,3.0872,0.9728,0.48
813,0.1011,2.6274,0.9706,0.475
814,0.1017,3.0188,0.9742,0.473
815,0.1041,2.5478,0.972,0.474
816,0.0903,2.8734,0.9762,0.483
817,0.093,2.9105,0.9792,0.472
818,0.1052,3.1578,0.9726,0.463
819,0.0964,2.5146,0.9756,0.468
820,0.0887,3.1595,0.9774,0.472
821,0.0827,3.1948,0.979,0.465
822,0.1074,2.693,0.9706,0.463
823,0.1156,2.8484,0.9688,0.472
824,0.098,2.7204,0.9732,0.473
825,0.0936,2.7318,0.976,0.494
826,0.0944,2.9126,0.9754,0.473
827,0.091,3.1079,0.9758,0.459
828,0.0872,3.0418,0.9772,0.475
829,0.0877,3.1675,0.9776,0.479
830,0.0807,3.0943,0.978,0.483
831,0.0957,3.1337,0.9742,0.46
832,0.0971,3.2304,0.9746,0.47
833,0.0924,2.7227,0.9766,0.48
834,0.0965,3.6629,0.9762,0.46
835,0.0841,2.7341,0.9768,0.475
836,0.0787,2.6846,0.9782,0.469
837,0.0935,2.9118,0.9754,0.461
838,0.0977,2.8751,0.9758,0.473
839,0.0902,2.9133,0.9738,0.469
840,0.0811,3.3082,0.9794,0.455
841,0.1077,3.1236,0.9684,0.477
842,0.094,3.0537,0.973,0.479
843,0.0847,2.8848,0.9768,0.461
844,0.0951,3.1209,0.975,0.458
845,0.0947,3.1576,0.9736,0.476
846,0.0951,3.3784,0.9768,0.465
847,0.0922,2.8379,0.9772,0.48
848,0.0885,3.0483,0.9774,0.494
849,0.0739,3.1878,0.9806,0.46
850,0.0793,2.8565,0.981,0.486
851,0.0831,2.8705,0.9756,0.456
852,0.0912,2.9037,0.9738,0.473
853,0.0972,3.108,0.9742,0.447
854,0.0939,2.9017,0.9728,0.488
855,0.0964,3.0282,0.973,0.459
856,0.0952,2.9307,0.9784,0.466
857,0.099,2.8949,0.9722,0.461
858,0.0912,2.7069,0.9752,0.494
859,0.0791,3.3893,0.9788,0.472
860,0.0812,3.1635,0.9798,0.471
861,0.0939,3.199,0.9754,0.463
862,0.0954,2.9019,0.9734,0.491
863,0.0871,2.9245,0.9762,0.488
864,0.0801,3.2304,0.9788,0.473
865,0.0853,3.1244,0.977,0.486
866,0.0838,3.1783,0.98,0.467
867,0.0909,3.1898,0.9766,0.476
868,0.0796,3.2383,0.9782,0.475
869,0.0959,2.7443,0.9778,0.478
870,0.09,2.8142,0.9742,0.491
871,0.0896,3.1172,0.9766,0.482
872,0.0807,3.1458,0.9782,0.454
873,0.0893,3.2322,0.9762,0.45
874,0.0834,3.2689,0.9808,0.481
875,0.0794,2.7068,0.9792,0.494
876,0.0928,2.9099,0.976,0.48
877,0.0899,2.6818,0.9734,0.491
878,0.0829,3.042,0.9766,0.483
879,0.0892,2.8056,0.976,0.487
880,0.092,3.1104,0.9774,0.458
881,0.1033,3.0968,0.9728,0.472
882,0.0992,3.6109,0.9746,0.446
883,0.0927,3.1167,0.9748,0.469
884,0.0839,2.9299,0.9798,0.491
885,0.0931,3.0284,0.9748,0.47
886,0.0713,2.5943,0.9824,0.456
887,0.092,3.2288,0.973,0.472
888,0.0773,2.9935,0.9794,0.477
889,0.0855,3.2844,0.9786,0.468
890,0.0904,2.9575,0.9746,0.468
891,0.0887,2.8548,0.9748,0.48
892,0.0935,3.0312,0.9748,0.478
893,0.0831,3.0741,0.9784,0.493
894,0.0892,3.0871,0.9738,0.477
895,0.0775,2.8948,0.9812,0.486
896,0.0747,3.1395,0.9818,0.497
897,0.0888,3.1362,0.9782,0.479
898,0.0875,3.0032,0.977,0.485
899,0.0825,2.6157,0.9768,0.462
900,0.0896,3.0103,0.9756,0.49
901,0.0818,3.43,0.9784,0.487
902,0.0864,3.2957,0.9754,0.475
903,0.0954,3.068,0.973,0.485
904,0.0859,2.6859,0.9782,0.49
905,0.0761,2.7778,0.9782,0.495
906,0.0703,2.444,0.9808,0.483
907,0.0806,3.1965,0.9782,0.479
908,0.0854,2.8729,0.9766,0.491
909,0.0829,3.0453,0.9784,0.478
910,0.0768,2.735,0.979,0.496
911,0.0922,3.1792,0.975,0.488
912,0.0894,2.859,0.9744,0.494
913,0.0757,3.0879,0.9786,0.459
914,0.0916,2.8422,0.9756,0.471
915,0.0787,3.0713,0.9792,0.471
916,0.0904,3.1067,0.979,0.479
917,0.0903,3.3592,0.9756,0.458
918,0.0732,3.4061,0.9822,0.454
919,0.087,3.3144,0.9776,0.478
920,0.0807,3.1016,0.979,0.482
921,0.0785,2.8381,0.9804,0.461
922,0.0766,3.1281,0.9792,0.465
923,0.083,3.2352,0.9788,0.471
924,0.0797,2.8468,0.9812,0.476
925,0.0823,3.062,0.9782,0.491
926,0.0711,3.2795,0.9816,0.466
927,0.0893,2.8827,0.9774,0.468
928,0.0768,3.5099,0.9808,0.46
929,0.0972,3.1895,0.9736,0.466
930,0.0803,3.0832,0.977,0.481
931,0.0881,2.9588,0.9768,0.452
932,0.0902,2.9318,0.978,0.44
933,0.0808,3.2457,0.9774,0.48
934,0.0794,3.0376,0.9788,0.464
935,0.0744,3.2755,0.9816,0.459
936,0.0756,3.0581,0.9808,0.491
937,0.0756,2.7596,0.9782,0.501
938,0.0688,2.7097,0.9842,0.46
939,0.0967,3.1505,0.9738,0.47
940,0.0739,3.4616,0.978,0.467
941,0.0739,3.0662,0.9792,0.454
942,0.077,3.0805,0.9788,0.478
943,0.0743,3.5472,0.982,0.451
944,0.0868,3.7219,0.9792,0.447
945,0.0818,3.6575,0.9756,0.467
946,0.0774,2.9465,0.977,0.477
947,0.0751,3.1283,0.9812,0.456
948,0.0884,3.1814,0.9782,0.498
949,0.0818,3.3652,0.9772,0.464
950,0.0872,3.3136,0.9776,0.472
951,0.0784,3.3187,0.9794,0.476
952,0.0978,3.2182,0.9738,0.468
953,0.0866,3.3023,0.9794,0.466
954,0.0873,2.8887,0.9744,0.49
955,0.0861,3.3814,0.977,0.475
956,0.0845,3.335,0.9794,0.485
957,0.0845,2.877,0.9776,0.46
958,0.077,3.3505,0.9788,0.466
959,0.0882,2.8228,0.978,0.472
960,0.0825,3.3871,0.9762,0.475
961,0.0747,3.3838,0.9798,0.493
962,0.0811,3.4818,0.9754,0.441
963,0.0663,3.1006,0.9824,0.489
964,0.0756,3.2022,0.9794,0.472
965,0.0783,3.0422,0.9766,0.488
966,0.0791,3.0221,0.9776,0.503
967,0.0778,3.3123,0.9794,0.495
968,0.0809,3.2963,0.9768,0.465
969,0.086,3.1921,0.9748,0.481
970,0.0831,3.2981,0.9786,0.484
971,0.0796,2.9665,0.9796,0.499
972,0.0778,3.2641,0.978,0.478
973,0.0729,3.009,0.981,0.478
974,0.0746,3.0655,0.979,0.495
975,0.0833,2.9379,0.9766,0.465
976,0.0858,2.6009,0.9766,0.498
977,0.076,3.0107,0.9794,0.48
978,0.0776,2.8975,0.9808,0.492
979,0.0857,3.1731,0.9746,0.465
980,0.0792,3.2887,0.9774,0.451
981,0.0825,3.1399,0.9782,0.493
982,0.0753,3.3382,0.9814,0.476
983,0.0785,3.0484,0.978,0.477
984,0.077,3.4172,0.9798,0.459
985,0.0819,3.0504,0.9784,0.481
986,0.0827,2.9438,0.9778,0.502
987,0.0859,3.239,0.9734,0.478
988,0.0795,3.2394,0.9784,0.478
989,0.0829,3.523,0.9788,0.492
990,0.086,3.0804,0.975,0.476
991,0.0837,3.0453,0.9768,0.472
992,0.0769,3.1298,0.979,0.466
993,0.0801,3.0256,0.9822,0.491
994,0.0665,3.1242,0.983,0.471
995,0.0729,2.931,0.9814,0.506
996,0.0739,3.0706,0.9794,0.486
997,0.0632,3.2293,0.983,0.481
998,0.0774,3.3708,0.9786,0.455
999,0.0709,3.4674,0.9834,0.461
